"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"12141","OPTCUR","USDINR","OPTION","01-Dec-2023",77.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.4375,6.2625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12143","OPTCUR","USDINR","OPTION","01-Dec-2023",77.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.1875,6.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12145","OPTCUR","USDINR","OPTION","01-Dec-2023",78,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.9375,5.7625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12147","OPTCUR","USDINR","OPTION","01-Dec-2023",78.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.6875,5.5125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12149","OPTCUR","USDINR","OPTION","01-Dec-2023",78.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.4375,5.2625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12151","OPTCUR","USDINR","OPTION","01-Dec-2023",78.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.1875,5.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12171","OPTCUR","USDINR","OPTION","01-Dec-2023",79,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.9375,4.7625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12173","OPTCUR","USDINR","OPTION","01-Dec-2023",79.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.6875,4.5125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12175","OPTCUR","USDINR","OPTION","01-Dec-2023",79.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.4375,4.2625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12185","OPTCUR","USDINR","OPTION","01-Dec-2023",79.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.1875,4.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12194","OPTCUR","USDINR","OPTION","01-Dec-2023",80,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.97,3.795,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.3825,"USDINR"
"12198","OPTCUR","USDINR","OPTION","01-Dec-2023",80.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.72,3.545,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.1325,"USDINR"
"12206","OPTCUR","USDINR","OPTION","01-Dec-2023",80.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.4725,3.2975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.885,"USDINR"
"12208","OPTCUR","USDINR","OPTION","01-Dec-2023",80.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.225,3.045,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.635,"USDINR"
"12216","OPTCUR","USDINR","OPTION","01-Dec-2023",81,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.975,2.795,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.385,"USDINR"
"12222","OPTCUR","USDINR","OPTION","01-Dec-2023",81.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.73,2.54,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.135,"USDINR"
"12227","OPTCUR","USDINR","OPTION","01-Dec-2023",81.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.4875,2.2825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.885,"USDINR"
"12229","OPTCUR","USDINR","OPTION","01-Dec-2023",81.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.2475,2.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.635,"USDINR"
"12231","OPTCUR","USDINR","OPTION","01-Dec-2023",82,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.01,1.76,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.385,"USDINR"
"12233","OPTCUR","USDINR","OPTION","01-Dec-2023",82.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.7825,1.4925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.1375,"USDINR"
"12590","OPTCUR","USDINR","OPTION","01-Dec-2023",82.375,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.7475,1.4325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.315,"USDINR"
"12236","OPTCUR","USDINR","OPTION","01-Dec-2023",82.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",400,1,1000,0.0025,"US Dollars","","","","",0.5625,1.2175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.89,"USDINR"
"12238","OPTCUR","USDINR","OPTION","01-Dec-2023",82.625,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.4525,1.0825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7675,"USDINR"
"12240","OPTCUR","USDINR","OPTION","01-Dec-2023",82.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.35,0.945,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.6475,"USDINR"
"12249","OPTCUR","USDINR","OPTION","01-Dec-2023",82.875,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.2525,0.8125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5325,"USDINR"
"12251","OPTCUR","USDINR","OPTION","01-Dec-2023",83,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",13,1,1000,0.0025,"US Dollars","","","","",0.1625,0.6875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.425,"USDINR"
"12253","OPTCUR","USDINR","OPTION","01-Dec-2023",83.125,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.085,0.57,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3275,"USDINR"
"12256","OPTCUR","USDINR","OPTION","01-Dec-2023",83.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.015,0.465,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.24,"USDINR"
"12258","OPTCUR","USDINR","OPTION","01-Dec-2023",83.375,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.17,"USDINR"
"12264","OPTCUR","USDINR","OPTION","01-Dec-2023",83.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",304,1,1000,0.0025,"US Dollars","","","","",0.0025,0.2975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1125,"USDINR"
"12267","OPTCUR","USDINR","OPTION","01-Dec-2023",83.625,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.24,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0725,"USDINR"
"12269","OPTCUR","USDINR","OPTION","01-Dec-2023",83.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.19,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"USDINR"
"12275","OPTCUR","USDINR","OPTION","01-Dec-2023",83.875,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0825,0.3425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12277","OPTCUR","USDINR","OPTION","01-Dec-2023",84,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"USDINR"
"12283","OPTCUR","USDINR","OPTION","01-Dec-2023",84.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.085,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12316","OPTCUR","USDINR","OPTION","01-Dec-2023",84.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12318","OPTCUR","USDINR","OPTION","01-Dec-2023",84.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12320","OPTCUR","USDINR","OPTION","01-Dec-2023",85,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",10,1,1000,0.0025,"US Dollars","","","","",0.0025,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12322","OPTCUR","USDINR","OPTION","01-Dec-2023",85.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12324","OPTCUR","USDINR","OPTION","01-Dec-2023",85.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12326","OPTCUR","USDINR","OPTION","01-Dec-2023",85.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12328","OPTCUR","USDINR","OPTION","01-Dec-2023",86,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12334","OPTCUR","USDINR","OPTION","01-Dec-2023",86.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12340","OPTCUR","USDINR","OPTION","01-Dec-2023",86.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12344","OPTCUR","USDINR","OPTION","01-Dec-2023",86.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12346","OPTCUR","USDINR","OPTION","01-Dec-2023",87,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12348","OPTCUR","USDINR","OPTION","01-Dec-2023",87.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12354","OPTCUR","USDINR","OPTION","01-Dec-2023",87.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12356","OPTCUR","USDINR","OPTION","01-Dec-2023",87.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12362","OPTCUR","USDINR","OPTION","01-Dec-2023",88,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12364","OPTCUR","USDINR","OPTION","01-Dec-2023",88.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12366","OPTCUR","USDINR","OPTION","01-Dec-2023",88.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12372","OPTCUR","USDINR","OPTION","01-Dec-2023",88.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12380","OPTCUR","USDINR","OPTION","01-Dec-2023",89,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12382","OPTCUR","USDINR","OPTION","01-Dec-2023",89.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12589","OPTCUR","USDINR","OPTION","01-Dec-2023",77,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12140","OPTCUR","USDINR","OPTION","01-Dec-2023",77.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12142","OPTCUR","USDINR","OPTION","01-Dec-2023",77.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12144","OPTCUR","USDINR","OPTION","01-Dec-2023",77.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12146","OPTCUR","USDINR","OPTION","01-Dec-2023",78,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12148","OPTCUR","USDINR","OPTION","01-Dec-2023",78.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12150","OPTCUR","USDINR","OPTION","01-Dec-2023",78.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12168","OPTCUR","USDINR","OPTION","01-Dec-2023",78.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12172","OPTCUR","USDINR","OPTION","01-Dec-2023",79,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12174","OPTCUR","USDINR","OPTION","01-Dec-2023",79.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12176","OPTCUR","USDINR","OPTION","01-Dec-2023",79.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12187","OPTCUR","USDINR","OPTION","01-Dec-2023",79.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"12195","OPTCUR","USDINR","OPTION","01-Dec-2023",80,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12199","OPTCUR","USDINR","OPTION","01-Dec-2023",80.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12207","OPTCUR","USDINR","OPTION","01-Dec-2023",80.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12215","OPTCUR","USDINR","OPTION","01-Dec-2023",80.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12221","OPTCUR","USDINR","OPTION","01-Dec-2023",81,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12226","OPTCUR","USDINR","OPTION","01-Dec-2023",81.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12228","OPTCUR","USDINR","OPTION","01-Dec-2023",81.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12230","OPTCUR","USDINR","OPTION","01-Dec-2023",81.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12232","OPTCUR","USDINR","OPTION","01-Dec-2023",82,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12235","OPTCUR","USDINR","OPTION","01-Dec-2023",82.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12591","OPTCUR","USDINR","OPTION","01-Dec-2023",82.375,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0375,0.1825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.43,"USDINR"
"12237","OPTCUR","USDINR","OPTION","01-Dec-2023",82.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"12239","OPTCUR","USDINR","OPTION","01-Dec-2023",82.625,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.105,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"12248","OPTCUR","USDINR","OPTION","01-Dec-2023",82.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.1275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.01,"USDINR"
"12250","OPTCUR","USDINR","OPTION","01-Dec-2023",82.875,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.155,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"USDINR"
"12252","OPTCUR","USDINR","OPTION","01-Dec-2023",83,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.19,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0375,"USDINR"
"12254","OPTCUR","USDINR","OPTION","01-Dec-2023",83.125,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.235,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.065,"USDINR"
"12257","OPTCUR","USDINR","OPTION","01-Dec-2023",83.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.2925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1025,"USDINR"
"12263","OPTCUR","USDINR","OPTION","01-Dec-2023",83.375,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.3675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1575,"USDINR"
"12266","OPTCUR","USDINR","OPTION","01-Dec-2023",83.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.455,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.225,"USDINR"
"12268","OPTCUR","USDINR","OPTION","01-Dec-2023",83.625,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.06,0.555,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3075,"USDINR"
"12274","OPTCUR","USDINR","OPTION","01-Dec-2023",83.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.135,0.67,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.4025,"USDINR"
"12276","OPTCUR","USDINR","OPTION","01-Dec-2023",83.875,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.45,1.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
