,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
705,FOCUS,EQ,181.35,189.35,181.35,186.1,186.5,181.3,214136,39940596.55,24-NOV-2023,2918,INE593W01028,
706,FOODSIN,EQ,172.8,175.0,169.5,171.4,171.0,171.8,288753,49546962.9,24-NOV-2023,6136,INE976E01023,
707,FORTIS,EQ,366.0,373.65,363.1,366.5,365.0,365.2,1410775,520559973.35,24-NOV-2023,26687,INE061F01013,
708,FOSECOIND,EQ,3447.3,3517.25,3390.1,3474.25,3479.0,3433.55,7768,26971818.1,24-NOV-2023,1066,INE519A01011,
709,FRETAIL,BZ,3.0,3.05,2.9,2.95,3.0,3.0,525156,1557313.2,24-NOV-2023,597,INE752P01024,
710,FROG,SM,202.5,204.2,192.0,193.2,194.5,199.2,30000,5902560.0,24-NOV-2023,75,INE385O01018,
711,FSC,BZ,11.7,12.3,11.35,11.95,11.55,11.75,5296,61426.95,24-NOV-2023,53,INE935Q01015,
712,FSL,EQ,171.0,173.0,168.95,170.35,170.2,170.05,1547524,263641312.4,24-NOV-2023,13107,INE684F01012,
713,FUSION,EQ,584.0,590.7,579.0,580.75,580.0,584.0,64972,37904096.75,24-NOV-2023,5554,INE139R01012,
714,GABRIEL,EQ,398.05,412.0,397.6,409.9,411.0,395.95,407640,166113096.4,24-NOV-2023,19083,INE524A01029,
715,GAEL,EQ,362.6,366.8,356.35,360.35,359.5,362.1,186122,67524471.5,24-NOV-2023,11732,INE036B01030,
716,GAIL,EQ,125.1,125.7,123.9,124.5,124.3,124.95,7037545,879451345.25,24-NOV-2023,28736,INE129A01019,
717,GALAXYSURF,EQ,2800.0,2847.0,2800.0,2816.05,2839.5,2796.0,57147,160991698.9,24-NOV-2023,2489,INE600K01018,
718,GALLANTT,EQ,97.2,99.5,96.0,96.95,96.6,97.65,210080,20504643.2,24-NOV-2023,1821,INE297H01019,
719,GANDHITUBE,EQ,678.15,683.9,673.1,675.4,677.0,676.2,4505,3058980.1,24-NOV-2023,541,INE524B01027,
720,GANECOS,EQ,985.0,1024.9,985.0,999.15,1005.0,976.2,240064,241956589.8,24-NOV-2023,16078,INE845D01014,
721,GANESHBE,EQ,156.4,157.55,154.45,156.15,156.05,155.3,107512,16797998.15,24-NOV-2023,2720,INE388A01029,
722,GANESHHOUC,EQ,386.5,387.9,380.0,380.5,382.05,383.6,16391,6262014.0,24-NOV-2023,1064,INE460C01014,
723,GANGAFORGE,BE,6.35,6.35,6.35,6.35,6.35,6.45,48809,309937.15,24-NOV-2023,152,INE691Z01023,
724,GANGESSECU,EQ,137.95,141.8,132.8,133.5,133.0,135.25,89470,12326207.3,24-NOV-2023,1478,INE335W01016,
725,GARFIBRES,EQ,3224.85,3368.15,3190.0,3332.15,3350.0,3227.85,24442,80363819.55,24-NOV-2023,5580,INE276A01018,
726,GATECHDVR,BE,10.4,10.4,10.4,10.4,10.4,10.6,10536,109574.4,24-NOV-2023,13,INE224E01036,
727,GATEWAY,EQ,109.05,110.3,107.15,107.9,107.85,108.3,772609,83704357.15,24-NOV-2023,11137,INE079J01017,
728,GATI,EQ,132.6,138.85,132.25,137.1,136.5,132.8,1838787,251238756.05,24-NOV-2023,14274,INE152B01027,
729,GAYAPROJ,BZ,6.4,6.5,6.25,6.5,6.45,6.2,195825,1259814.3,24-NOV-2023,257,INE336H01023,
730,GEECEE,EQ,210.0,211.8,202.35,205.2,205.55,208.8,26706,5524406.75,24-NOV-2023,2071,INE916G01016,
731,GEEKAYWIRE,BE,81.9,81.9,79.55,79.55,79.55,80.3,42404,3449313.35,24-NOV-2023,315,INE669X01024,
732,GENCON,BE,36.35,39.65,35.95,39.65,39.65,37.8,354121,13266445.05,24-NOV-2023,437,INE854S01022,
733,GENESYS,EQ,354.7,372.65,350.0,355.9,354.0,358.3,429662,154574632.65,24-NOV-2023,15232,INE727B01026,
734,GENSOL,BE,777.85,777.85,743.9,760.1,770.0,768.35,44144,33511875.55,24-NOV-2023,1511,INE06H201014,
735,GENUSPAPER,EQ,20.95,21.2,20.1,20.4,20.5,21.0,1058619,21813941.45,24-NOV-2023,2525,INE949P01018,
736,GENUSPOWER,EQ,248.4,248.4,240.5,242.55,243.45,246.65,853032,208130010.75,24-NOV-2023,6097,INE955D01029,
737,GEOJITFSL,EQ,68.75,69.2,67.1,67.6,67.85,68.45,924674,62714587.3,24-NOV-2023,4232,INE007B01023,
738,GEPIL,EQ,227.7,234.9,222.0,223.05,224.75,225.9,628574,143620572.25,24-NOV-2023,7820,INE878A01011,
739,GESHIP,EQ,823.0,836.6,815.7,827.0,826.0,819.0,350724,290716425.3,24-NOV-2023,19946,INE017A01032,
740,GET&D,BE,408.0,416.95,401.0,415.05,416.0,408.0,33701,13904887.15,24-NOV-2023,1023,INE200A01026,
741,GFLLIMITED,EQ,99.15,100.3,97.5,97.65,97.8,99.15,95869,9471602.55,24-NOV-2023,1266,INE538A01037,
742,GHCL,EQ,545.0,545.0,535.0,538.25,536.4,544.95,168698,90999942.6,24-NOV-2023,7410,INE539A01019,
743,GHCLTEXTIL,EQ,74.0,74.95,72.9,74.1,74.2,74.0,286994,21222623.2,24-NOV-2023,2322,INE0PA801013,
744,GICHSGFIN,EQ,188.8,206.95,188.4,201.05,201.5,188.3,3812701,770174194.25,24-NOV-2023,51524,INE289B01019,
745,GICL,SM,39.0,39.3,38.2,39.0,39.0,38.2,189000,7306800.0,24-NOV-2023,36,INE947T01014,
746,GICRE,EQ,263.7,316.0,263.7,307.1,304.45,263.7,24375853,7296905811.0,24-NOV-2023,201589,INE481Y01014,
747,GILLANDERS,EQ,110.95,113.5,105.85,107.1,109.45,108.6,117424,12916608.8,24-NOV-2023,2047,INE047B01011,
748,GILLETTE,EQ,6366.45,6393.8,6324.6,6365.6,6350.05,6366.45,9095,57801030.6,24-NOV-2023,2378,INE322A01010,
749,GILT5YBEES,EQ,53.5,53.58,53.5,53.55,53.57,53.56,110618,5924931.58,24-NOV-2023,377,INF204KC1030,
750,GINNIFILA,EQ,31.9,34.65,31.9,32.5,32.8,31.5,2109793,71486355.6,24-NOV-2023,6089,INE424C01010,
751,GIPCL,EQ,162.0,162.8,156.15,156.95,156.9,161.3,1268333,201667447.25,24-NOV-2023,15861,INE162A01010,
752,GIRIRAJ,ST,508.55,508.55,508.55,508.55,508.55,535.3,500,254275.0,24-NOV-2023,1,INE614Z01017,
753,GKWLIMITED,BE,1579.5,1625.9,1579.5,1621.85,1625.9,1548.5,1522,2463624.9,24-NOV-2023,110,INE528A01020,
754,GLAND,EQ,1714.7,1817.7,1710.0,1756.5,1757.0,1707.8,1523081,2700359460.0,24-NOV-2023,71041,INE068V01023,
755,GLAXO,EQ,1688.0,1706.0,1622.5,1644.75,1639.0,1684.2,158716,265694805.2,24-NOV-2023,9245,INE159A01016,
756,GLENMARK,EQ,777.25,799.8,777.2,786.9,786.5,775.35,1799088,1423628519.05,24-NOV-2023,41963,INE935A01035,
757,GLFL,EQ,3.95,3.95,3.75,3.75,3.75,3.95,3226,12642.7,24-NOV-2023,13,INE540A01017,
758,GLOBAL,EQ,259.8,261.5,253.15,254.85,255.0,257.25,65106,16763861.0,24-NOV-2023,3495,INE291W01029,
759,GLOBALPET,SM,101.05,102.0,99.0,99.95,99.95,101.05,18000,1801200.0,24-NOV-2023,12,INE0PS501019,
760,GLOBALVECT,EQ,99.15,107.0,99.1,102.1,102.4,98.95,395941,41222296.75,24-NOV-2023,4785,INE792H01019,
761,GLOBE,BE,3.95,4.1,3.95,4.05,4.05,3.95,412541,1672277.7,24-NOV-2023,501,INE581X01021,
762,GLOBUSSPR,EQ,846.8,853.5,840.6,842.85,843.5,844.1,38495,32591829.95,24-NOV-2023,3950,INE615I01010,
763,GLS,EQ,623.3,642.0,620.2,634.8,636.05,623.25,239390,150830540.5,24-NOV-2023,6038,INE03Q201024,
764,GMBREW,EQ,666.3,666.3,654.0,656.05,655.0,659.7,24073,15843269.35,24-NOV-2023,1904,INE075D01018,
765,GMDCLTD,EQ,414.2,418.95,385.2,387.9,389.6,412.55,7962694,3203191138.4,24-NOV-2023,67365,INE131A01031,
766,GMMPFAUDLR,EQ,1553.0,1568.5,1531.2,1536.15,1539.0,1551.45,137921,212747274.75,24-NOV-2023,16042,INE541A01023,
767,GMRINFRA,EQ,57.25,60.9,57.05,60.35,60.35,57.1,22678150,1351441960.95,24-NOV-2023,39095,INE776C01039,
768,GMRP&UI,EQ,45.0,46.05,42.3,42.75,43.0,43.9,8254958,369721290.05,24-NOV-2023,15303,INE0CU601026,
769,GNA,EQ,416.7,431.6,416.7,421.25,421.2,419.25,84162,35637386.7,24-NOV-2023,7070,INE934S01014,
770,GNFC,EQ,700.0,706.95,691.1,693.15,693.7,706.05,454943,317913937.15,24-NOV-2023,13321,INE113A01013,
771,GOACARBON,EQ,543.0,543.9,529.5,531.35,531.1,537.7,21478,11484105.05,24-NOV-2023,2067,INE426D01013,
772,GOCLCORP,EQ,545.0,545.0,527.65,528.9,530.0,539.65,67691,36182955.35,24-NOV-2023,4375,INE077F01035,
773,GOCOLORS,EQ,1258.5,1284.75,1254.35,1273.25,1265.0,1252.65,59112,75378802.2,24-NOV-2023,9575,INE0BJS01011,
774,GODFRYPHLP,EQ,2072.0,2082.4,2025.05,2033.25,2032.8,2065.55,64956,132533015.8,24-NOV-2023,7525,INE260B01028,
775,GODHA,BE,0.6,0.6,0.55,0.6,0.6,0.6,2257385,1333834.15,24-NOV-2023,405,INE925Y01036,
776,GODREJAGRO,EQ,504.65,507.35,494.2,496.55,495.7,503.35,208744,104305269.9,24-NOV-2023,12655,INE850D01014,
777,GODREJCP,EQ,1010.85,1015.7,1003.2,1009.5,1009.85,1010.85,720428,728055021.05,24-NOV-2023,27323,INE102D01028,
778,GODREJIND,EQ,666.9,669.7,656.0,660.0,658.6,663.6,213495,140953433.05,24-NOV-2023,10512,INE233A01035,
779,GODREJPROP,EQ,1860.1,1864.45,1832.2,1841.05,1838.0,1852.35,255929,472517723.2,24-NOV-2023,16511,INE484J01027,
780,GOKEX,EQ,941.0,966.4,940.5,951.5,955.0,935.1,294950,280968759.75,24-NOV-2023,24167,INE887G01027,
781,GOKUL,EQ,43.65,45.9,42.85,43.85,43.6,43.4,650679,28819548.35,24-NOV-2023,3897,INE020J01029,
782,GOKULAGRO,EQ,125.9,129.0,125.5,126.3,125.9,125.1,300085,38217894.05,24-NOV-2023,5329,INE314T01025,
783,GOLDBEES,EQ,52.9,52.9,51.78,52.15,52.15,52.02,5370475,279998099.64,24-NOV-2023,13397,INF204KB17I5,
784,GOLDENTOBC,BZ,52.55,52.55,50.85,51.05,50.9,50.05,915,46899.8,24-NOV-2023,19,INE973A01010,
785,GOLDETF,EQ,61.99,61.99,61.0,61.47,61.5,61.44,49794,3060658.92,24-NOV-2023,241,INF769K01JP9,
786,GOLDIAM,EQ,171.9,175.55,170.5,172.65,172.5,171.4,669795,116080802.15,24-NOV-2023,5642,INE025B01025,
787,GOLDSHARE,EQ,52.25,52.4,52.15,52.3,52.3,52.25,46055,2406383.95,24-NOV-2023,333,INF789F1AUX7,
788,GOLDSTAR,ST,17.35,17.85,16.45,17.85,17.85,17.3,585000,9824625.0,24-NOV-2023,51,INE405Y01021,
789,GOLDTECH,BE,114.95,117.2,114.95,117.1,117.1,114.95,19850,2322208.5,24-NOV-2023,84,INE805A01014,
790,GOODLUCK,EQ,897.35,903.95,884.0,886.25,892.2,897.35,58278,51898273.05,24-NOV-2023,5788,INE127I01024,
791,GOYALALUM,BE,9.05,9.1,8.6,9.0,9.0,9.05,262306,2321285.6,24-NOV-2023,641,INE705X01026,
792,GOYALSALT,SM,165.0,165.0,165.0,165.0,165.0,165.05,3000,495000.0,24-NOV-2023,1,INE0QFE01017,
793,GPIL,EQ,662.4,668.5,655.3,657.35,656.2,659.1,140178,92614557.95,24-NOV-2023,7328,INE177H01021,
794,GPPL,EQ,134.95,140.7,134.9,136.75,136.8,134.9,2251213,311621983.2,24-NOV-2023,16890,INE517F01014,
795,GPTINFRA,BE,134.7,134.7,134.7,134.7,134.7,133.1,48091,6477857.7,24-NOV-2023,90,INE390G01014,
796,GRANULES,EQ,372.0,389.95,371.1,387.2,386.0,370.1,7834685,3007565513.35,24-NOV-2023,80322,INE101D01020,
797,GRAPHITE,EQ,481.9,483.15,474.0,474.85,474.2,480.75,286119,136579343.35,24-NOV-2023,7611,INE371A01025,
798,GRASIM,EQ,1963.9,1969.45,1945.45,1949.4,1945.95,1956.9,168018,328468164.9,24-NOV-2023,16421,INE047A01021,
799,GRAVITA,EQ,1072.4,1128.0,1072.4,1120.25,1128.0,1072.4,71602,79028161.3,24-NOV-2023,7711,INE024L01027,
800,GREAVESCOT,EQ,132.75,137.0,132.75,134.8,134.75,132.75,1806644,244198758.7,24-NOV-2023,13780,INE224A01026,
801,GREENCHEF,SM,104.0,115.0,103.5,108.0,108.0,104.0,135200,14824800.0,24-NOV-2023,154,INE0O7P01015,
802,GREENLAM,EQ,601.9,615.0,593.55,599.7,601.0,597.2,64473,38874522.25,24-NOV-2023,8074,INE544R01021,
803,GREENPANEL,EQ,339.95,342.9,337.1,340.45,341.45,337.55,193564,65875437.6,24-NOV-2023,9083,INE08ZM01014,
804,GREENPLY,EQ,205.95,206.0,200.3,201.25,202.3,204.9,128945,26144810.2,24-NOV-2023,4033,INE461C01038,
805,GREENPOWER,EQ,22.9,22.9,22.3,22.9,22.9,21.85,12020724,275055384.9,24-NOV-2023,6485,INE999K01014,
806,GRINDWELL,EQ,2090.75,2118.0,2088.55,2110.35,2110.0,2093.65,29552,62321259.5,24-NOV-2023,4862,INE536A01023,
807,GRINFRA,EQ,1060.4,1069.95,1056.0,1058.8,1056.5,1057.8,18804,19975393.45,24-NOV-2023,5307,INE201P01022,
808,GRMOVER,EQ,191.0,193.05,188.5,189.75,190.0,191.8,52297,9927961.4,24-NOV-2023,1532,INE192H01020,
809,GROBTEA,EQ,909.15,914.8,890.25,905.4,891.2,904.8,377,342069.25,24-NOV-2023,135,INE646C01018,
810,GRPLTD,EQ,4595.25,4632.2,4432.0,4432.0,4432.0,4665.25,453,2038149.65,24-NOV-2023,146,INE137I01015,
811,GRSE,EQ,837.7,844.95,829.5,834.0,833.0,833.8,1128392,944649133.95,24-NOV-2023,26322,INE382Z01011,
812,GRWRHITECH,EQ,1427.0,1427.0,1353.8,1392.85,1399.0,1409.7,20281,28219634.15,24-NOV-2023,3450,INE291A01017,
813,GSEC10YEAR,EQ,24.7,25.12,24.6,25.11,25.12,24.6,1737,42914.31,24-NOV-2023,12,INF769K01KF8,
814,GSFC,EQ,183.4,183.85,181.25,182.3,182.4,182.65,1374957,250733816.05,24-NOV-2023,9798,INE026A01025,
815,GSLSU,EQ,210.0,211.7,207.8,209.05,208.6,208.8,59085,12378087.3,24-NOV-2023,3095,INE0JSX01015,
816,GSPL,EQ,277.45,280.25,274.8,277.95,278.05,276.05,542986,150529526.05,24-NOV-2023,9862,INE246F01010,
817,GSS,EQ,191.9,194.5,189.0,190.0,190.5,191.4,26866,5171845.45,24-NOV-2023,899,INE871H01011,
818,GSTL,SM,63.1,63.1,63.1,63.1,63.1,64.0,1000,63100.0,24-NOV-2023,1,INE00WS01056,
819,GTECJAINX,BE,86.8,93.6,84.75,93.6,93.6,89.2,381,32557.7,24-NOV-2023,16,INE586X01012,
820,GTL,BE,8.15,8.15,8.15,8.15,8.15,8.3,61228,499008.2,24-NOV-2023,204,INE043A01012,
821,GTLINFRA,EQ,1.05,1.1,1.05,1.1,1.1,1.05,13136382,14126787.05,24-NOV-2023,9303,INE221H01019,
822,GTPL,EQ,178.9,181.0,175.4,176.55,177.8,178.05,39659,7058118.15,24-NOV-2023,1831,INE869I01013,
823,GUFICBIO,EQ,302.6,305.15,295.0,298.75,298.5,300.75,114670,34355887.75,24-NOV-2023,7296,INE742B01025,
824,GUJALKALI,EQ,723.5,736.0,711.0,718.3,718.1,719.9,92836,67537056.1,24-NOV-2023,6735,INE186A01019,
825,GUJAPOLLO,EQ,222.45,231.8,221.45,228.7,228.75,222.45,20233,4628360.65,24-NOV-2023,509,INE826C01016,
826,GUJGASLTD,EQ,429.25,430.8,425.0,425.55,425.0,428.35,379765,162661682.9,24-NOV-2023,7463,INE844O01030,
827,GUJRAFFIA,BE,32.05,33.1,32.05,32.55,33.1,32.4,888,29052.55,24-NOV-2023,19,INE610B01024,
828,GULFOILLUB,EQ,633.0,641.9,632.15,634.15,633.5,633.6,91122,57952177.95,24-NOV-2023,7092,INE635Q01029,
829,GULFPETRO,BE,53.1,53.3,52.5,52.8,52.9,53.05,14232,752139.7,24-NOV-2023,174,INE586G01017,
830,GULPOLY,EQ,205.8,207.75,205.0,205.7,205.0,205.8,21533,4435427.6,24-NOV-2023,1670,INE255D01024,
831,GVKPIL,BE,10.5,10.5,10.05,10.5,10.5,10.0,5986681,62520353.85,24-NOV-2023,6358,INE251H01024,
832,GVPTECH,BE,10.3,10.65,10.3,10.4,10.5,10.5,48963,506707.5,24-NOV-2023,380,INE382T01030,
833,HAL,EQ,2154.9,2251.0,2145.75,2240.3,2249.7,2146.25,2909879,6443393369.75,24-NOV-2023,119006,INE066F01020,
834,HAPPSTMNDS,EQ,839.4,842.85,830.3,832.35,834.0,836.75,129506,108161184.05,24-NOV-2023,11562,INE419U01012,
835,HARDWYN,EQ,39.2,42.5,38.95,41.75,42.5,38.85,3524110,139717964.4,24-NOV-2023,3580,INE626Z01029,
836,HARIOMPIPE,EQ,661.0,687.1,655.95,679.85,681.95,658.2,143017,96320975.35,24-NOV-2023,11228,INE00EV01017,
837,HARRMALAYA,EQ,147.0,148.7,145.5,145.8,146.0,146.5,15066,2215133.1,24-NOV-2023,430,INE544A01019,
838,HARSHA,EQ,391.2,398.0,391.2,396.3,396.0,392.25,47576,18776766.45,24-NOV-2023,4460,INE0JUS01029,
839,HATHWAY,EQ,20.45,20.45,20.05,20.15,20.15,20.15,6890127,139240404.65,24-NOV-2023,5782,INE982F01036,
840,HATSUN,EQ,1094.45,1096.9,1082.0,1091.55,1090.0,1089.0,11083,12069266.25,24-NOV-2023,2232,INE473B01035,
841,HAVELLS,EQ,1304.95,1305.1,1285.7,1294.3,1291.1,1301.45,471600,610649021.2,24-NOV-2023,22808,INE176B01034,
842,HAVISHA,BE,1.75,1.8,1.7,1.75,1.75,1.75,33258,58048.25,24-NOV-2023,71,INE293B01029,
843,HBLPOWER,EQ,338.6,344.35,335.2,343.35,343.5,338.0,1011874,343887389.25,24-NOV-2023,22974,INE292B01021,
844,HBSL,BE,80.05,85.0,78.05,80.1,79.5,82.15,21034,1685225.05,24-NOV-2023,354,INE550B01022,
845,HCC,EQ,30.35,31.4,30.05,30.15,30.15,30.45,31026786,947525203.9,24-NOV-2023,17912,INE549A01026,
846,HCG,EQ,361.35,367.0,360.6,365.6,366.95,359.8,43044,15652715.95,24-NOV-2023,3989,INE075I01017,
847,HCL-INSYS,EQ,17.35,17.55,16.9,16.95,17.0,17.25,1292852,22224810.15,24-NOV-2023,2853,INE236A01020,
848,HCLTECH,EQ,1328.9,1332.65,1305.65,1309.15,1308.4,1329.0,1795933,2357272781.35,24-NOV-2023,81099,INE860A01027,
849,HDFCAMC,EQ,2854.8,2895.0,2832.7,2841.55,2850.0,2853.75,246146,705262589.35,24-NOV-2023,18720,INE127D01025,
850,HDFCBANK,EQ,1521.2,1533.15,1519.85,1532.1,1531.4,1521.3,8234596,12590757692.8,24-NOV-2023,191494,INE040A01034,
851,HDFCBSE500,EQ,28.24,28.24,27.72,28.03,28.07,28.07,14710,411571.79,24-NOV-2023,147,INF179KC1EZ4,
852,HDFCGOLD,EQ,53.55,53.7,53.42,53.67,53.68,53.54,632048,33901738.04,24-NOV-2023,1106,INF179KC1981,
853,HDFCGROWTH,EQ,101.72,102.19,101.09,101.48,101.49,100.8,2789,283452.42,24-NOV-2023,65,INF179KC1DJ0,
854,HDFCLIFE,EQ,666.05,672.25,663.05,668.0,668.0,665.0,1511079,1008860875.1,24-NOV-2023,71667,INE795G01014,
855,HDFCLIQUID,EQ,999.99,1000.01,999.99,1000.01,1000.01,1000.0,2928,2927982.48,24-NOV-2023,9,INF179KC1HE2,
856,HDFCLOWVOL,EQ,15.67,15.79,15.64,15.65,15.65,15.67,3940,61808.25,24-NOV-2023,74,INF179KC1HU8,
857,HDFCMID150,EQ,15.98,15.98,15.66,15.77,15.79,15.7,39602,623889.83,24-NOV-2023,583,INF179KC1HT0,
858,HDFCMOMENT,EQ,24.49,24.59,24.32,24.49,24.49,24.49,17556,429743.26,24-NOV-2023,126,INF179KC1HV6,
859,HDFCNEXT50,EQ,47.0,47.4,46.83,46.97,46.98,47.02,8665,407170.41,24-NOV-2023,49,INF179KC1HS2,
860,HDFCNIF100,EQ,20.0,20.18,20.0,20.03,20.04,19.96,19725,396436.54,24-NOV-2023,127,INF179KC1HR4,
861,HDFCNIFBAN,EQ,440.78,443.78,440.78,443.47,443.78,440.78,4993,2203687.99,24-NOV-2023,53,INF179KC1AN8,
862,HDFCNIFIT,EQ,327.66,329.5,325.11,326.6,327.0,329.17,3428,1122128.4,24-NOV-2023,64,INF179KC1DX1,
863,HDFCNIFTY,EQ,216.16,217.49,216.01,216.31,216.48,216.21,14876,3220503.39,24-NOV-2023,329,INF179KC1965,
864,HDFCPVTBAN,EQ,228.8,229.89,227.95,229.0,228.87,229.07,898,205063.39,24-NOV-2023,30,INF179KC1DW3,
865,HDFCQUAL,EQ,46.3,46.49,46.2,46.39,46.39,46.26,2203,102053.6,24-NOV-2023,43,INF179KC1DL6,
866,HDFCSENSEX,EQ,726.31,728.59,723.0,726.83,725.27,728.18,13338,9680496.66,24-NOV-2023,114,INF179KC1973,
867,HDFCSILVER,EQ,71.81,72.19,71.65,71.83,71.93,71.8,49557,3557886.13,24-NOV-2023,284,INF179KC1DI2,
868,HDFCSML250,EQ,133.7,133.7,130.3,130.47,130.55,131.25,106692,13948648.13,24-NOV-2023,1706,INF179KC1FB2,
869,HDFCVALUE,EQ,108.51,108.52,107.07,107.63,107.7,108.42,717,77488.36,24-NOV-2023,37,INF179KC1DK8,
870,HEADSUP,EQ,13.45,14.7,12.85,13.0,13.2,13.2,355692,4710432.7,24-NOV-2023,2059,INE759V01019,
871,HEALTHY,EQ,10.17,10.35,10.17,10.22,10.2,10.17,112951,1157363.36,24-NOV-2023,612,INF209KB10C2,
872,HECPROJECT,EQ,50.0,53.1,50.0,53.1,53.1,50.6,19948,1035840.5,24-NOV-2023,441,INE558R01013,
873,HEG,EQ,1587.7,1595.95,1554.0,1559.85,1554.4,1583.15,92965,146153300.75,24-NOV-2023,7947,INE545A01016,
874,HEIDELBERG,EQ,192.6,194.1,190.15,191.0,190.15,193.55,146518,28222201.5,24-NOV-2023,3368,INE578A01017,
875,HEMIPROP,EQ,139.95,141.3,138.05,138.4,138.25,138.95,485933,67713836.9,24-NOV-2023,4567,INE0AJG01018,
876,HERANBA,EQ,357.0,359.55,351.9,352.8,352.0,355.65,53861,19095825.2,24-NOV-2023,3248,INE694N01015,
877,HERCULES,EQ,362.2,378.5,353.35,357.95,357.85,361.45,465697,171434777.0,24-NOV-2023,18204,INE688E01024,
878,HERITGFOOD,EQ,245.05,245.15,239.0,240.2,239.95,244.2,166941,40311361.45,24-NOV-2023,6293,INE978A01027,
879,HEROMOTOCO,EQ,3568.0,3579.8,3532.75,3548.6,3545.0,3568.0,514405,1826567133.6,24-NOV-2023,38575,INE158A01026,
880,HESTERBIO,EQ,1538.6,1546.8,1531.45,1536.25,1534.0,1538.0,1821,2800494.8,24-NOV-2023,426,INE782E01017,
881,HEUBACHIND,EQ,519.9,537.7,516.0,525.85,524.1,516.65,132870,70216202.6,24-NOV-2023,12427,INE492A01029,
882,HEXATRADEX,EQ,145.0,147.45,144.45,147.05,145.2,146.85,6828,993199.6,24-NOV-2023,176,INE750M01017,
883,HFCL,EQ,67.1,68.2,66.55,66.75,66.75,66.95,4559743,307120015.5,24-NOV-2023,14232,INE548A01028,
884,HGINFRA,EQ,875.6,879.6,856.0,864.2,865.0,871.2,70006,60546510.95,24-NOV-2023,8255,INE926X01010,
885,HGS,EQ,942.65,945.0,936.95,939.35,940.8,942.65,8937,8400461.9,24-NOV-2023,1298,INE170I01016,
886,HIGREEN,SM,148.95,156.85,148.65,154.45,154.7,147.35,132800,20331280.0,24-NOV-2023,83,INE0PIC01017,
887,HIKAL,EQ,269.5,275.65,268.3,273.9,274.2,269.05,223600,61128369.55,24-NOV-2023,7917,INE475B01022,
888,HIL,EQ,2726.05,2784.1,2721.0,2766.35,2768.0,2731.9,16725,46092264.4,24-NOV-2023,3021,INE557A01011,
889,HILTON,EQ,144.5,151.8,140.5,148.95,148.0,141.1,182419,26834883.15,24-NOV-2023,2180,INE788H01017,
890,HIMATSEIDE,EQ,171.6,183.95,171.45,175.2,175.5,170.5,3175382,569614559.65,24-NOV-2023,34771,INE049A01027,
891,HINDALCO,EQ,504.85,512.75,502.55,507.8,509.0,501.95,5973059,3036159473.75,24-NOV-2023,78912,INE038A01020,
892,HINDCOMPOS,EQ,479.05,490.45,456.1,463.7,464.0,478.6,37233,17638159.2,24-NOV-2023,4136,INE310C01029,
893,HINDCON,EQ,35.15,38.8,34.65,38.0,37.75,34.9,700968,26040100.35,24-NOV-2023,2194,INE642Y01029,
894,HINDCOPPER,EQ,163.4,167.4,162.45,163.95,164.15,162.15,13106168,2165973180.1,24-NOV-2023,54056,INE531E01026,
895,HINDMOTORS,EQ,18.1,18.25,17.8,17.95,17.9,17.95,357996,6428842.75,24-NOV-2023,1616,INE253A01025,
896,HINDOILEXP,EQ,162.35,163.7,161.5,162.55,163.0,161.5,488818,79499102.8,24-NOV-2023,7304,INE345A01011,
897,HINDPETRO,EQ,325.85,326.0,314.55,320.2,320.05,326.7,10281163,3282183514.8,24-NOV-2023,90023,INE094A01015,
898,HINDUNILVR,EQ,2515.1,2519.8,2507.45,2515.2,2515.45,2519.9,735137,1848542856.8,24-NOV-2023,49055,INE030A01027,
899,HINDWAREAP,EQ,532.25,548.2,521.1,523.9,523.0,531.95,187005,99746886.05,24-NOV-2023,7637,INE05AN01011,
900,HINDZINC,EQ,303.9,303.9,299.9,301.0,301.2,301.35,132414,39945583.05,24-NOV-2023,8282,INE267A01025,
901,HIRECT,EQ,660.35,679.95,628.8,640.85,642.15,660.25,23813,15424065.35,24-NOV-2023,1344,INE835D01023,
902,HISARMETAL,EQ,200.15,200.3,195.0,196.1,197.7,197.35,5399,1063770.0,24-NOV-2023,229,INE598C01011,
903,HITECH,EQ,110.8,115.75,110.4,111.95,111.65,110.4,1504568,170457479.6,24-NOV-2023,8133,INE106T01025,
904,HITECHCORP,EQ,286.0,295.3,285.5,288.75,286.0,284.55,36103,10464192.25,24-NOV-2023,1325,INE120D01012,
905,HITECHGEAR,EQ,473.65,492.1,470.2,484.1,485.0,469.0,89964,43512895.3,24-NOV-2023,7162,INE127B01011,
906,HLEGLAS,EQ,519.05,521.8,512.45,516.4,518.9,518.0,29844,15413898.4,24-NOV-2023,4897,INE461D01028,
907,HLVLTD,EQ,22.2,22.6,22.0,22.15,22.2,22.2,532127,11836329.65,24-NOV-2023,2250,INE102A01024,
908,HMAAGRO,EQ,666.0,676.15,658.1,666.15,665.0,662.3,48377,32161762.2,24-NOV-2023,2706,INE0ECP01016,
909,HMT,BZ,45.9,47.7,45.9,47.7,47.7,46.8,24994,1166815.4,24-NOV-2023,98,INE262A01018,
910,HMVL,EQ,78.6,79.8,78.1,78.45,78.1,78.35,38037,2997299.0,24-NOV-2023,548,INE871K01015,
